CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;6.03;Caixa Líquido Atividades de Financiamento;58792.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;6.03;Caixa Líquido Atividades de Financiamento;-37343.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;6.04;Variação Cambial s/ Caixa e Equivalentes;-16.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;6.04;Variação Cambial s/ Caixa e Equivalentes;1535.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;6.05;Aumento (Redução) de Caixa e Equivalentes;-5664.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;6.05;Aumento (Redução) de Caixa e Equivalentes;114340.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;157295.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;151631.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;6.05.02;Saldo Final de Caixa e Equivalentes;151631.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;6.05.02;Saldo Final de Caixa e Equivalentes;265971.0000000000;S
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01;Caixa Líquido Atividades Operacionais;51338.0000000000;S
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01;Caixa Líquido Atividades Operacionais;69024.0000000000;S
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01;Caixa Gerado nas Operações;20867.0000000000;S
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01;Caixa Gerado nas Operações;-38392.0000000000;S
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.01;Lucro Líquido do Exercício;177079.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.01;Lucro Líquido do Exercício;119554.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.02;Depreciação e amortização;23078.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.02;Depreciação e amortização;60249.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.03;Ganho de mais valia obtido por cisão;0.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.03;Ganho de mais valia obtido por cisão;0.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.04;Ganho na venda de fazenda;-142812.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.04;Ganho na venda de fazenda;-61420.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.05;Baixa de efeito na conversão de joint venture por cisão;0.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.05;Baixa de efeito na conversão de joint venture por cisão;0.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.06;Valor residual de ativo imobilizado e intangível alienados;433.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.06;Valor residual de ativo imobilizado e intangível alienados;3089.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.07;Baixas de propriedades para investimento;0.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.07;Baixas de propriedades para investimento;600.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.08;Equivalência patrimonial;-1102.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.08;Equivalência patrimonial;150.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.09;Ganho não realizado com derivativos, líquidos;4475.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.09;Ganho não realizado com derivativos, líquidos;7456.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.10;Aplicações financ., var. cambial e monetária e demais encargos financ., líquidos;15416.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.10;Aplicações financ., var. cambial e monetária e demais encargos financ., líquidos;42276.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.11;Var. no valor justo do contas a receber pela venda de fazendas, máquinas e leasing financ.,;-13989.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.11;Var. no valor justo do contas a receber pela venda de fazendas, máquinas e leasing financ.,;-57327.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.12;Plano de incentivo baseado em ações - ILPA;1648.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.12;Plano de incentivo baseado em ações - ILPA;1510.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.13;Imposto de renda e contribuição social diferidos;12232.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.13;Imposto de renda e contribuição social diferidos;3528.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.14;Valor justo dos ativos biológicos e dos produtos agrícolas não realizados;-56718.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.14;Valor justo dos ativos biológicos e dos produtos agrícolas não realizados;-160371.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.15;Provisão (reversão) do valor recuperável de produtos agrícolas, líquida;2040.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.15;Provisão (reversão) do valor recuperável de produtos agrícolas, líquida;4153.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.16;Provisão para crédito de recebíveis;-530.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.16;Provisão para crédito de recebíveis;-2440.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.01.17;Provisão para demandas judiciais;-383.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.01.17;Provisão para demandas judiciais;601.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02;Variações nos Ativos e Passivos;30471.0000000000;S
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02;Variações nos Ativos e Passivos;107416.0000000000;S
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.01;Clientes;3401.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.01;Clientes;50692.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.02;Estoques;-31094.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.02;Estoques;-43268.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.03;Ativos biológicos;34627.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.03;Ativos biológicos;157355.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.04;Impostos a recuperar;536.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.04;Impostos a recuperar;3829.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.05;Operações com derivativos;19308.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.05;Operações com derivativos;3893.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.06;Outros créditos;316.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.06;Outros créditos;-21210.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.07;Fornecedores;10005.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.07;Fornecedores;-35698.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.08;Partes relacionadas;276.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.08;Partes relacionadas;-440.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.09;Tributos a pagar;3157.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.09;Tributos a pagar;31146.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.10;Imposto de renda e contribuição social;-413.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.10;Imposto de renda e contribuição social;0.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.11;Obrigações trabalhistas;2804.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.11;Obrigações trabalhistas;-2704.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.12;Adiantamento de clientes;-15500.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.12;Adiantamento de clientes;-212.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.13;Outras obrigações;-542.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.13;Outras obrigações;6721.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.02.14;Arrendamentos a pagar;3590.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.02.14;Arrendamentos a pagar;-42688.0000000000;N
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.01.03;Outros;0.0000000000;S
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2019-07-01;2020-06-30;6.01.03;Outros;0.0000000000;S
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2018-07-01;2019-06-30;6.02;Caixa Líquido Atividades de Investimento;-21266.0000000000;S
