CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.05.02;Outros;5431.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.05.02;Outros;5712.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.05.02.01;Dividendos e JCP a Pagar;5431.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.05.02.01;Dividendos e JCP a Pagar;5712.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06;Provisões;3532.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06;Provisões;8276.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06.01.01;Provisões Fiscais;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06.01.01;Provisões Fiscais;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06.01.04;Provisões Cíveis;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06.01.04;Provisões Cíveis;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06.02;Outras Provisões;3532.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06.02;Outras Provisões;8276.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06.02.01;Provisões para Garantias;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06.02.01;Provisões para Garantias;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06.02.02;Provisões para Reestruturação;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06.02.02;Provisões para Reestruturação;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.06.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.06.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.07;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.07;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.07.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.07.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.02;Passivo Não Circulante;109718.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.02;Passivo Não Circulante;88671.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.02.01;Empréstimos e Financiamentos;107617.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.02.01;Empréstimos e Financiamentos;86880.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.02.01.01;Empréstimos e Financiamentos;107617.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.02.01.01;Empréstimos e Financiamentos;66642.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.02.01.01.01;Em Moeda Nacional;107617.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.02.01.01.01;Em Moeda Nacional;66642.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.02.01.02;Debêntures;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.02.01.02;Debêntures;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.02.01.03;Financiamento por Arrendamento;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.02.01.03;Financiamento por Arrendamento;20238.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.02.02;Outras Obrigações;120.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.02.02;Outras Obrigações;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2019-03-31;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000;S
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2020-03-31;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000;S
